Unnamed: 0,id,state,constitution,election_year,candidate,gender,party,age,category,votes_received,votes_received_perc,num_seats,state_pc_year,rank,result,election_year_clean,vote_share_pct,state_raw,state_canonical,vote_share_lag1,vote_swing,vote_share_lag2,is_winner,is_incumbent,vote_share_frac,vote_share_frac_sq,fragmentation_index,alliance,coalition_strength_score,gdp_share_pct,literacy_persons_pct,gdp_zscore,literacy_zscore
65157,2859.0,TAMIL NADU,TIRUCHENDUR,1980 (7th LOK SABHA),ANATHAN,M,IND,,,75020.0,17.08%,1,TAMIL NADU-TIRUCHENDUR-1980 (7th LOK SABHA),3,2nd runner up,1980,17.08,TAMIL NADU,Tamil Nadu,0.16,16.919999999999998,0.35,0,0,0.1707999999999999,0.0291726399999999,2.737468328517989,Unaffiliated,99.99,690.0,34.45,-0.6522324503269077,-1.2078779841260325
65158,2861.0,TAMIL NADU,TIRUCHENDUR,1980 (7th LOK SABHA),KANAKASABAI ALIAS MOSES,M,IND,,,3390.0,0.77%,1,TAMIL NADU-TIRUCHENDUR-1980 (7th LOK SABHA),5,loser,1980,0.77,TAMIL NADU,Tamil Nadu,17.08,-16.31,0.16,0,0,0.0077,5.929e-05,2.737468328517989,Unaffiliated,99.99,690.0,34.45,-0.6522324503269077,-1.2078779841260325
65159,2862.0,TAMIL NADU,TIRUCHENDUR,1980 (7th LOK SABHA),"ALAGAPPAN, P.",M,IND,,,2200.0,0.50%,1,TAMIL NADU-TIRUCHENDUR-1980 (7th LOK SABHA),6,loser,1980,0.5,TAMIL NADU,Tamil Nadu,0.77,-0.27,17.08,0,0,0.005,2.5e-05,2.737468328517989,Unaffiliated,99.99,690.0,34.45,-0.6522324503269077,-1.2078779841260325
65160,2863.0,TAMIL NADU,TIRUCHENDUR,1980 (7th LOK SABHA),"HARIHARA IYER, N.",M,IND,,,1666.0,0.38%,1,TAMIL NADU-TIRUCHENDUR-1980 (7th LOK SABHA),7,loser,1980,0.38,TAMIL NADU,Tamil Nadu,0.5,-0.12,0.77,0,0,0.0038,1.444e-05,2.737468328517989,Unaffiliated,99.99,690.0,34.45,-0.6522324503269077,-1.2078779841260325
65161,2864.0,TAMIL NADU,TIRUCHENDUR,1980 (7th LOK SABHA),"SHUNMUGAVVEL, E.",M,IND,,,965.0,0.22%,1,TAMIL NADU-TIRUCHENDUR-1980 (7th LOK SABHA),8,loser,1980,0.22,TAMIL NADU,Tamil Nadu,0.38,-0.16,0.5,0,0,0.0022,4.84e-06,2.737468328517989,Unaffiliated,99.99,690.0,34.45,-0.6522324503269077,-1.2078779841260325
65162,2865.0,TAMIL NADU,TIRUCHENDUR,1980 (7th LOK SABHA),DURAISSWAMY NADAR,M,IND,,,822.0,0.19%,1,TAMIL NADU-TIRUCHENDUR-1980 (7th LOK SABHA),9,loser,1980,0.19,TAMIL NADU,Tamil Nadu,0.22,-0.03,0.38,0,0,0.0019,3.61e-06,2.737468328517989,Unaffiliated,99.99,690.0,34.45,-0.6522324503269077,-1.2078779841260325
82609,3789.0,UTTAR PRADESH,SAHARANPUR,1980 (7th LOK SABHA),QABOOL CHAND,M,IND,,,5769.0,1.39%,1,UTTAR PRADESH-SAHARANPUR-1980 (7th LOK SABHA),4,loser,1980,1.39,UTTAR PRADESH,Uttar Pradesh,0.35,1.04,0.86,0,0,0.0139,0.0001932099999999,3.4791919618418925,Unaffiliated,97.12,1320.0,34.45,0.9910352690960618,-1.2078779841260325
82609,3789.0,UTTAR PRADESH,SAHARANPUR,1980 (7th LOK SABHA),QABOOL CHAND,M,IND,,,5769.0,1.39%,1,UTTAR PRADESH-SAHARANPUR-1980 (7th LOK SABHA),4,loser,1980,1.39,UTTAR PRADESH,Uttar Pradesh,0.35,1.04,0.86,0,0,0.0139,0.0001932099999999,3.4791919618418925,Unaffiliated,97.12,1320.0,34.45,0.9910352690960618,-1.2078779841260325
82610,3790.0,UTTAR PRADESH,SAHARANPUR,1980 (7th LOK SABHA),LOKI RAM,M,IND,,,5606.0,1.35%,1,UTTAR PRADESH-SAHARANPUR-1980 (7th LOK SABHA),5,loser,1980,1.35,UTTAR PRADESH,Uttar Pradesh,1.39,-0.0399999999999998,0.35,0,0,0.0135,0.00018225,3.4791919618418925,Unaffiliated,97.12,1320.0,34.45,0.9910352690960618,-1.2078779841260325
82610,3790.0,UTTAR PRADESH,SAHARANPUR,1980 (7th LOK SABHA),LOKI RAM,M,IND,,,5606.0,1.35%,1,UTTAR PRADESH-SAHARANPUR-1980 (7th LOK SABHA),5,loser,1980,1.35,UTTAR PRADESH,Uttar Pradesh,1.39,-0.0399999999999998,0.35,0,0,0.0135,0.00018225,3.4791919618418925,Unaffiliated,97.12,1320.0,34.45,0.9910352690960618,-1.2078779841260325
82611,3791.0,UTTAR PRADESH,SAHARANPUR,1980 (7th LOK SABHA),SUSHILA,F,IND,,,1866.0,0.45%,1,UTTAR PRADESH-SAHARANPUR-1980 (7th LOK SABHA),6,loser,1980,0.45,UTTAR PRADESH,Uttar Pradesh,1.35,-0.9000000000000001,1.39,0,0,0.0045,2.0250000000000004e-05,3.4791919618418925,Unaffiliated,97.12,1320.0,34.45,0.9910352690960618,-1.2078779841260325
82611,3791.0,UTTAR PRADESH,SAHARANPUR,1980 (7th LOK SABHA),SUSHILA,F,IND,,,1866.0,0.45%,1,UTTAR PRADESH-SAHARANPUR-1980 (7th LOK SABHA),6,loser,1980,0.45,UTTAR PRADESH,Uttar Pradesh,1.35,-0.9000000000000001,1.39,0,0,0.0045,2.0250000000000004e-05,3.4791919618418925,Unaffiliated,97.12,1320.0,34.45,0.9910352690960618,-1.2078779841260325
42909,1851.0,MAHARASHTRA,DAHANU,1980 (7th LOK SABHA),SHINGHADA DAMU BARKU,M,INC(I),,ST,145535.0,52.43%,1,MAHARASHTRA-DAHANU (ST)-1980 (7th LOK SABHA),1,winner,1980,52.43,MAHARASHTRA,Maharashtra,,,,1,0,0.5243,0.27489049,2.565064265889637,Unaffiliated,100.0,1420.0,34.45,1.2518714150362158,-1.2078779841260325
89811,4039.0,WEST BENGAL,VISHNUPUR,1980 (7th LOK SABHA),TULSI DAS MANDAL,M,INC(I),,SC,189089.0,36.81%,1,WEST BENGAL-VISHNUPUR (SC)-1980 (7th LOK SABHA),2,1st runner up,1980,36.81,WEST BENGAL,West Bengal,,,,0,0,0.3681,0.13549761,2.10086222747195,Unaffiliated,100.0,880.0000000000001,34.45,-0.15664377304061497,-1.2078779841260325
29823,1170.0,KARNATAKA,GULBARGA,1980 (7th LOK SABHA),MAHADEVAPPA T. PATIL,M,IND,,,6770.0,2.18%,1,KARNATAKA-GULBARGA-1980 (7th LOK SABHA),6,loser,1980,2.18,KARNATAKA,Karnataka,2.37,-0.1899999999999999,1.86,0,0,0.0218,0.00047524,2.6480104795544324,Unaffiliated,100.01,530.0,34.45,-1.0695702838311538,-1.2078779841260325
89824,4040.0,WEST BENGAL,VISHNUPUR,1980 (7th LOK SABHA),ASWINI KUMAR MALIK,M,JKD,,SC,12055.0,2.35%,1,WEST BENGAL-VISHNUPUR (SC)-1980 (7th LOK SABHA),3,2nd runner up,1980,2.35,WEST BENGAL,West Bengal,,,,0,0,0.0235,0.00055225,2.10086222747195,Unaffiliated,100.0,880.0000000000001,34.45,-0.15664377304061497,-1.2078779841260325
32384,1394.0,KERALA,KOTTAYAM,1980 (7th LOK SABHA),ALEXANDER LUKOSE,M,IND,,,1086.0,0.28%,1,KERALA-KOTTAYAM-1980 (7th LOK SABHA),5,loser,1980,0.28,KERALA,Kerala,0.6,-0.3199999999999999,1.53,0,0,0.0028,7.840000000000003e-06,2.098337583655998,Unaffiliated,100.0,360.0,34.45,-1.5129917319294155,-1.2078779841260325
42889,1853.0,MAHARASHTRA,DAHANU,1980 (7th LOK SABHA),KOM LAHANU SHIDVA,M,CPM,,ST,57644.0,20.77%,1,MAHARASHTRA-DAHANU (ST)-1980 (7th LOK SABHA),3,2nd runner up,1980,20.77,MAHARASHTRA,Maharashtra,58.82,-38.05,15.35,0,1,0.2077,0.04313929,2.565064265889637,Unaffiliated,100.0,1420.0,34.45,1.2518714150362158,-1.2078779841260325
42731,1981.0,MAHARASHTRA,CHIMUR,1980 (7th LOK SABHA),JAMBHULKAR CHANDRAKALA W/O KISAN,F,IND,,,3397.0,0.71%,1,MAHARASHTRA-CHIMUR-1980 (7th LOK SABHA),7,loser,1980,0.71,MAHARASHTRA,Maharashtra,1.23,-0.52,1.3,0,0,0.0070999999999999,5.0409999999999993e-05,2.388271751507393,Unaffiliated,100.0,1420.0,34.45,1.2518714150362158,-1.2078779841260325
42732,1982.0,MAHARASHTRA,CHIMUR,1980 (7th LOK SABHA),DUBE SHITALADIN BAIJNATH,M,IND,,,2815.0,0.59%,1,MAHARASHTRA-CHIMUR-1980 (7th LOK SABHA),8,loser,1980,0.59,MAHARASHTRA,Maharashtra,0.71,-0.12,1.23,0,0,0.0059,3.481e-05,2.388271751507393,Unaffiliated,100.0,1420.0,34.45,1.2518714150362158,-1.2078779841260325
42733,1983.0,MAHARASHTRA,CHIMUR,1980 (7th LOK SABHA),BALDUA RAMNIWAS LAXMINARAYAN,M,IND,,,2273.0,0.47%,1,MAHARASHTRA-CHIMUR-1980 (7th LOK SABHA),9,loser,1980,0.47,MAHARASHTRA,Maharashtra,0.59,-0.12,0.71,0,0,0.0046999999999999,2.2089999999999997e-05,2.388271751507393,Unaffiliated,100.0,1420.0,34.45,1.2518714150362158,-1.2078779841260325
89829,4041.0,WEST BENGAL,VISHNUPUR,1980 (7th LOK SABHA),MADAN MOHAN MALLICK,M,JNP,,SC,9755.0,1.90%,1,WEST BENGAL-VISHNUPUR (SC)-1980 (7th LOK SABHA),4,loser,1980,1.9,WEST BENGAL,West Bengal,,,,0,0,0.019,0.000361,2.10086222747195,Unaffiliated,100.0,880.0000000000001,34.45,-0.15664377304061497,-1.2078779841260325
89790,4038.0,WEST BENGAL,VISHNUPUR,1980 (7th LOK SABHA),AJIT KUMAR SAHA,M,CPM,,SC,299289.0,58.27%,1,WEST BENGAL-VISHNUPUR (SC)-1980 (7th LOK SABHA),1,winner,1980,58.27,WEST BENGAL,West Bengal,67.3,-9.029999999999994,33.29,1,1,0.5827,0.33953929,2.10086222747195,Unaffiliated,100.0,880.0000000000001,34.45,-0.15664377304061497,-1.2078779841260325
42800,1976.0,MAHARASHTRA,CHIMUR,1980 (7th LOK SABHA),KAPGATE SHAMRAO PAGAJI,M,JNP,,,136682.0,28.54%,1,MAHARASHTRA-CHIMUR-1980 (7th LOK SABHA),2,1st runner up,1980,28.54,MAHARASHTRA,Maharashtra,,,,0,0,0.2854,0.08145316,2.388271751507393,Unaffiliated,100.0,1420.0,34.45,1.2518714150362158,-1.2078779841260325
42717,1977.0,MAHARASHTRA,CHIMUR,1980 (7th LOK SABHA),DUPARE YADAORAO KESHARAO,M,INC(U),,,34935.0,7.29%,1,MAHARASHTRA-CHIMUR-1980 (7th LOK SABHA),3,2nd runner up,1980,7.29,MAHARASHTRA,Maharashtra,,,,0,0,0.0729,0.00531441,2.388271751507393,Unaffiliated,100.0,1420.0,34.45,1.2518714150362158,-1.2078779841260325
42953,1871.0,MAHARASHTRA,DHULE,1980 (7th LOK SABHA),BAPU THAKUR,M,IND,,ST,3285.0,1.12%,1,MAHARASHTRA-DHULE (ST)-1980 (7th LOK SABHA),5,loser,1980,1.12,MAHARASHTRA,Maharashtra,1.21,-0.0899999999999998,1.27,0,0,0.0112,0.00012544,1.8947130325429655,Unaffiliated,99.99,1420.0,34.45,1.2518714150362158,-1.2078779841260325
42954,1872.0,MAHARASHTRA,DHULE,1980 (7th LOK SABHA),MALCHE PRABHU HIRAJI,M,IND,,ST,2087.0,0.71%,1,MAHARASHTRA-DHULE (ST)-1980 (7th LOK SABHA),6,loser,1980,0.71,MAHARASHTRA,Maharashtra,1.12,-0.4100000000000001,1.21,0,0,0.0070999999999999,5.0409999999999993e-05,1.8947130325429655,Unaffiliated,99.99,1420.0,34.45,1.2518714150362158,-1.2078779841260325
42955,1873.0,MAHARASHTRA,DHULE,1980 (7th LOK SABHA),THAKARE LUNGA SAVALU,M,IND,,ST,531.0,0.18%,1,MAHARASHTRA-DHULE (ST)-1980 (7th LOK SABHA),7,loser,1980,0.18,MAHARASHTRA,Maharashtra,0.71,-0.53,1.12,0,0,0.0018,3.24e-06,1.8947130325429655,Unaffiliated,99.99,1420.0,34.45,1.2518714150362158,-1.2078779841260325
42956,1874.0,MAHARASHTRA,DHULE,1980 (7th LOK SABHA),SONAWANE DAGE NATHU,M,IND,,ST,483.0,0.16%,1,MAHARASHTRA-DHULE (ST)-1980 (7th LOK SABHA),8,loser,1980,0.16,MAHARASHTRA,Maharashtra,0.18,-0.0199999999999999,0.71,0,0,0.0016,2.56e-06,1.8947130325429655,Unaffiliated,99.99,1420.0,34.45,1.2518714150362158,-1.2078779841260325
42728,1978.0,MAHARASHTRA,CHIMUR,1980 (7th LOK SABHA),GHODICHOR MANOHARARAO RAGHOJI,M,IND,,,11213.0,2.34%,1,MAHARASHTRA-CHIMUR-1980 (7th LOK SABHA),4,loser,1980,2.34,MAHARASHTRA,Maharashtra,0.26,2.08,0.55,0,0,0.0233999999999999,0.0005475599999999,2.388271751507393,Unaffiliated,100.0,1420.0,34.45,1.2518714150362158,-1.2078779841260325
42729,1979.0,MAHARASHTRA,CHIMUR,1980 (7th LOK SABHA),THENGARI NATHU NARAYAN,M,IND,,,6203.0,1.30%,1,MAHARASHTRA-CHIMUR-1980 (7th LOK SABHA),5,loser,1980,1.3,MAHARASHTRA,Maharashtra,2.34,-1.0399999999999998,0.26,0,0,0.013,0.000169,2.388271751507393,Unaffiliated,100.0,1420.0,34.45,1.2518714150362158,-1.2078779841260325
42730,1980.0,MAHARASHTRA,CHIMUR,1980 (7th LOK SABHA),KALE DAMODHAR LAXMANRAO,M,IND,,,5900.0,1.23%,1,MAHARASHTRA-CHIMUR-1980 (7th LOK SABHA),6,loser,1980,1.23,MAHARASHTRA,Maharashtra,1.3,-0.07,2.34,0,0,0.0123,0.00015129,2.388271751507393,Unaffiliated,100.0,1420.0,34.45,1.2518714150362158,-1.2078779841260325
13018,304.0,BIHAR,MAHARAJGANJ,1980 (7th LOK SABHA),KRISHNA PRATAP SINGH,M,INC(I),,,144744.0,44.45%,1,BIHAR-MAHARAJGANJ-1980 (7th LOK SABHA),1,winner,1980,44.45,BIHAR,Bihar,,,,1,0,0.4445,0.19758025,1.6071123851440972,Unaffiliated,189.4,630.0,34.45,-0.808734137891,-1.2078779841260325
13019,3266.0,BIHAR,MAHARAJGANJ,1980 (7th LOK SABHA),ASHFAQ HUSAIN,M,INC(I),,,133088.0,38.57%,1,BIHAR-MAHARAJGANJ-1980 (7th LOK SABHA),2,1st runner up,1980,38.57,BIHAR,Bihar,44.45,-5.880000000000003,,0,1,0.3857,0.14876449,1.6071123851440972,Unaffiliated,189.4,630.0,34.45,-0.808734137891,-1.2078779841260325
35966,1455.0,MADHYA PRADESH,GUNA,1980 (7th LOK SABHA),MADHAVRAO SEINDIA,M,INC(I),,,203176.0,58.74%,1,MADHYA PRADESH-GUNA-1980 (7th LOK SABHA),1,winner,1980,58.74,MADHYA PRADESH,Madhya Pradesh,,,,1,0,0.5874,0.34503876,2.336540858739516,Unaffiliated,100.0,660.0,34.45,-0.7304832941089539,-1.2078779841260325
13039,308.0,BIHAR,MAHARAJGANJ,1980 (7th LOK SABHA),BAIKUNTH NARAIN,M,IND,,,2590.0,0.80%,1,BIHAR-MAHARAJGANJ-1980 (7th LOK SABHA),9,loser,1980,0.8,BIHAR,Bihar,1.87,-1.07,2.66,0,0,0.008,6.4e-05,1.6071123851440972,Unaffiliated,189.4,630.0,34.45,-0.808734137891,-1.2078779841260325
13040,310.0,BIHAR,MAHARAJGANJ,1980 (7th LOK SABHA),RAMAGYA KUMAR SINGH,M,IND,,,1838.0,0.56%,1,BIHAR-MAHARAJGANJ-1980 (7th LOK SABHA),11,loser,1980,0.56,BIHAR,Bihar,0.8,-0.24,1.87,0,0,0.0056,3.136000000000001e-05,1.6071123851440972,Unaffiliated,189.4,630.0,34.45,-0.808734137891,-1.2078779841260325
13041,311.0,BIHAR,MAHARAJGANJ,1980 (7th LOK SABHA),SUKSHMA TIWARI,M,IND,,,1774.0,0.54%,1,BIHAR-MAHARAJGANJ-1980 (7th LOK SABHA),12,loser,1980,0.54,BIHAR,Bihar,0.56,-0.02,0.8,0,0,0.0054,2.916e-05,1.6071123851440972,Unaffiliated,189.4,630.0,34.45,-0.808734137891,-1.2078779841260325
13042,312.0,BIHAR,MAHARAJGANJ,1980 (7th LOK SABHA),MSHRI RAM,M,IND,,,1419.0,0.44%,1,BIHAR-MAHARAJGANJ-1980 (7th LOK SABHA),13,loser,1980,0.44,BIHAR,Bihar,0.54,-0.1,0.56,0,0,0.0044,1.936e-05,1.6071123851440972,Unaffiliated,189.4,630.0,34.45,-0.808734137891,-1.2078779841260325
82615,3795.0,UTTAR PRADESH,SAHARANPUR,1980 (7th LOK SABHA),BALDEV SINGH,M,IND,,,1074.0,0.26%,1,UTTAR PRADESH-SAHARANPUR-1980 (7th LOK SABHA),10,loser,1980,0.26,UTTAR PRADESH,Uttar Pradesh,0.34,-0.08,0.36,0,0,0.0026,6.76e-06,3.4791919618418925,Unaffiliated,97.12,1320.0,34.45,0.9910352690960618,-1.2078779841260325
82616,3796.0,UTTAR PRADESH,SAHARANPUR,1980 (7th LOK SABHA),THAKUR PRASAD SAXENA,M,IND,,,1004.0,0.24%,1,UTTAR PRADESH-SAHARANPUR-1980 (7th LOK SABHA),11,loser,1980,0.24,UTTAR PRADESH,Uttar Pradesh,0.26,-0.02,0.34,0,0,0.0024,5.759999999999999e-06,3.4791919618418925,Unaffiliated,97.12,1320.0,34.45,0.9910352690960618,-1.2078779841260325
82616,3796.0,UTTAR PRADESH,SAHARANPUR,1980 (7th LOK SABHA),THAKUR PRASAD SAXENA,M,IND,,,1004.0,0.24%,1,UTTAR PRADESH-SAHARANPUR-1980 (7th LOK SABHA),11,loser,1980,0.24,UTTAR PRADESH,Uttar Pradesh,0.26,-0.02,0.34,0,0,0.0024,5.759999999999999e-06,3.4791919618418925,Unaffiliated,97.12,1320.0,34.45,0.9910352690960618,-1.2078779841260325
82617,3797.0,UTTAR PRADESH,SAHARANPUR,1980 (7th LOK SABHA),A. HAMID,M,IND,,,973.0,0.23%,1,UTTAR PRADESH-SAHARANPUR-1980 (7th LOK SABHA),12,loser,1980,0.23,UTTAR PRADESH,Uttar Pradesh,0.24,-0.0099999999999999,0.26,0,0,0.0023,5.29e-06,3.4791919618418925,Unaffiliated,97.12,1320.0,34.45,0.9910352690960618,-1.2078779841260325
82617,3797.0,UTTAR PRADESH,SAHARANPUR,1980 (7th LOK SABHA),A. HAMID,M,IND,,,973.0,0.23%,1,UTTAR PRADESH-SAHARANPUR-1980 (7th LOK SABHA),12,loser,1980,0.23,UTTAR PRADESH,Uttar Pradesh,0.24,-0.0099999999999999,0.26,0,0,0.0023,5.29e-06,3.4791919618418925,Unaffiliated,97.12,1320.0,34.45,0.9910352690960618,-1.2078779841260325
82618,3798.0,UTTAR PRADESH,SAHARANPUR,1980 (7th LOK SABHA),SURJAN SINGH,M,IND,,,894.0,0.22%,1,UTTAR PRADESH-SAHARANPUR-1980 (7th LOK SABHA),13,loser,1980,0.22,UTTAR PRADESH,Uttar Pradesh,0.23,-0.01,0.24,0,0,0.0022,4.84e-06,3.4791919618418925,Unaffiliated,97.12,1320.0,34.45,0.9910352690960618,-1.2078779841260325
82618,3798.0,UTTAR PRADESH,SAHARANPUR,1980 (7th LOK SABHA),SURJAN SINGH,M,IND,,,894.0,0.22%,1,UTTAR PRADESH-SAHARANPUR-1980 (7th LOK SABHA),13,loser,1980,0.22,UTTAR PRADESH,Uttar Pradesh,0.23,-0.01,0.24,0,0,0.0022,4.84e-06,3.4791919618418925,Unaffiliated,97.12,1320.0,34.45,0.9910352690960618,-1.2078779841260325
42716,1975.0,MAHARASHTRA,CHIMUR,1980 (7th LOK SABHA),MUTTEMWAR VILAS BABURA,M,INC(I),,,275534.0,57.53%,1,MAHARASHTRA-CHIMUR-1980 (7th LOK SABHA),1,winner,1980,57.53,MAHARASHTRA,Maharashtra,,,,1,0,0.5753,0.33097009,2.388271751507393,Unaffiliated,100.0,1420.0,34.45,1.2518714150362158,-1.2078779841260325
78496,3106.0,UTTAR PRADESH,LUCKNOW,1980 (7th LOK SABHA),HARISH KUMAR RASTOGI,M,IND,,,258.0,0.10%,1,UTTAR PRADESH-LUCKNOW-1980 (7th LOK SABHA),18,loser,1980,0.1,UTTAR PRADESH,Uttar Pradesh,0.16,-0.06,0.17,0,0,0.001,1e-06,2.7706101324038563,Unaffiliated,97.59,1320.0,34.45,0.9910352690960618,-1.2078779841260325
42950,1868.0,MAHARASHTRA,DHULE,1980 (7th LOK SABHA),VALVI SURUPSING FULJI,M,INC(U),,ST,83944.0,28.59%,1,MAHARASHTRA-DHULE (ST)-1980 (7th LOK SABHA),2,1st runner up,1980,28.59,MAHARASHTRA,Maharashtra,,,,0,0,0.2859,0.08173881,1.8947130325429655,Unaffiliated,99.99,1420.0,34.45,1.2518714150362158,-1.2078779841260325
42951,1869.0,MAHARASHTRA,DHULE,1980 (7th LOK SABHA),BHIL BHIKA SAKHARAM,M,IND,,ST,3741.0,1.27%,1,MAHARASHTRA-DHULE (ST)-1980 (7th LOK SABHA),3,2nd runner up,1980,1.27,MAHARASHTRA,Maharashtra,,,,0,0,0.0127,0.00016129,1.8947130325429655,Unaffiliated,99.99,1420.0,34.45,1.2518714150362158,-1.2078779841260325
42952,1870.0,MAHARASHTRA,DHULE,1980 (7th LOK SABHA),BAGUL RAMCHANDRA YEWAJI,M,IND,,ST,3566.0,1.21%,1,MAHARASHTRA-DHULE (ST)-1980 (7th LOK SABHA),4,loser,1980,1.21,MAHARASHTRA,Maharashtra,1.27,-0.06,,0,0,0.0121,0.00014641,1.8947130325429655,Unaffiliated,99.99,1420.0,34.45,1.2518714150362158,-1.2078779841260325
42949,1867.0,MAHARASHTRA,DHULE,1980 (7th LOK SABHA),BHOYE RESHMA MOTIRAM,M,INC(I),,ST,196006.0,66.75%,1,MAHARASHTRA-DHULE (ST)-1980 (7th LOK SABHA),1,winner,1980,66.75,MAHARASHTRA,Maharashtra,,,,1,0,0.6675,0.44555625,1.8947130325429655,Unaffiliated,99.99,1420.0,34.45,1.2518714150362158,-1.2078779841260325
32431,1390.0,KERALA,KOTTAYAM,1980 (7th LOK SABHA),SKARIA THOMAS,M,KEC,,,188676.0,49.50%,1,KERALA-KOTTAYAM-1980 (7th LOK SABHA),1,winner,1980,49.5,KERALA,Kerala,53.14,-3.640000000000001,51.13,1,1,0.495,0.245025,2.098337583655998,Unaffiliated,100.0,360.0,34.45,-1.5129917319294155,-1.2078779841260325
82619,3799.0,UTTAR PRADESH,SAHARANPUR,1980 (7th LOK SABHA),PADAM SINGH,M,IND,,,598.0,0.14%,1,UTTAR PRADESH-SAHARANPUR-1980 (7th LOK SABHA),14,loser,1980,0.14,UTTAR PRADESH,Uttar Pradesh,0.22,-0.0799999999999999,0.23,0,0,0.0014,1.9600000000000007e-06,3.4791919618418925,Unaffiliated,97.12,1320.0,34.45,0.9910352690960618,-1.2078779841260325
82619,3799.0,UTTAR PRADESH,SAHARANPUR,1980 (7th LOK SABHA),PADAM SINGH,M,IND,,,598.0,0.14%,1,UTTAR PRADESH-SAHARANPUR-1980 (7th LOK SABHA),14,loser,1980,0.14,UTTAR PRADESH,Uttar Pradesh,0.22,-0.0799999999999999,0.23,0,0,0.0014,1.9600000000000007e-06,3.4791919618418925,Unaffiliated,97.12,1320.0,34.45,0.9910352690960618,-1.2078779841260325
82598,3788.0,UTTAR PRADESH,SAHARANPUR,1980 (7th LOK SABHA),ZAHID HASAN,M,INC(I),,,111498.0,26.89%,1,UTTAR PRADESH-SAHARANPUR-1980 (7th LOK SABHA),3,2nd runner up,1980,26.89,UTTAR PRADESH,Uttar Pradesh,,,,0,0,0.2689,0.07230721,3.4791919618418925,Unaffiliated,97.12,1320.0,34.45,0.9910352690960618,-1.2078779841260325
12907,382.0,BIHAR,MADHUBANI,1980 (7th LOK SABHA),ANIRUDH SINGH,M,IND,,,722.0,0.15%,1,BIHAR-MADHUBANI-1980 (7th LOK SABHA),8,loser,1980,0.15,BIHAR,Bihar,0.26,-0.11,0.68,0,0,0.0015,2.25e-06,2.961854746615104,Unaffiliated,100.0,630.0,34.45,-0.808734137891,-1.2078779841260325
12908,383.0,BIHAR,MADHUBANI,1980 (7th LOK SABHA),SUBODH PRADHAN,M,IND,,,610.0,0.13%,1,BIHAR-MADHUBANI-1980 (7th LOK SABHA),9,loser,1980,0.13,BIHAR,Bihar,0.15,-0.0199999999999999,0.26,0,0,0.0013,1.69e-06,2.961854746615104,Unaffiliated,100.0,630.0,34.45,-0.808734137891,-1.2078779841260325
36073,1457.0,MADHYA PRADESH,GUNA,1980 (7th LOK SABHA),LAXMINARAYNA ASHARAM,M,JNP(S),,,47760.0,13.81%,1,MADHYA PRADESH-GUNA-1980 (7th LOK SABHA),3,2nd runner up,1980,13.81,MADHYA PRADESH,Madhya Pradesh,,,,0,0,0.1381,0.01907161,2.336540858739516,Unaffiliated,100.0,660.0,34.45,-0.7304832941089539,-1.2078779841260325
82598,3788.0,UTTAR PRADESH,SAHARANPUR,1980 (7th LOK SABHA),ZAHID HASAN,M,INC(I),,,111498.0,26.89%,1,UTTAR PRADESH-SAHARANPUR-1980 (7th LOK SABHA),3,2nd runner up,1980,26.89,UTTAR PRADESH,Uttar Pradesh,,,,0,0,0.2689,0.07230721,3.4791919618418925,Unaffiliated,97.12,1320.0,34.45,0.9910352690960618,-1.2078779841260325
13037,307.0,BIHAR,MAHARAJGANJ,1980 (7th LOK SABHA),RAMAYAN SINGH,M,IND,,,8645.0,2.66%,1,BIHAR-MAHARAJGANJ-1980 (7th LOK SABHA),7,loser,1980,2.66,BIHAR,Bihar,0.33,2.33,0.55,0,0,0.0266,0.00070756,1.6071123851440972,Unaffiliated,189.4,630.0,34.45,-0.808734137891,-1.2078779841260325
13038,3269.0,BIHAR,MAHARAJGANJ,1980 (7th LOK SABHA),SHIBBAN LAL SAKSENA,M,IND,,,6456.0,1.87%,1,BIHAR-MAHARAJGANJ-1980 (7th LOK SABHA),8,loser,1980,1.87,BIHAR,Bihar,2.66,-0.79,0.33,0,0,0.0187,0.00034969,1.6071123851440972,Unaffiliated,189.4,630.0,34.45,-0.808734137891,-1.2078779841260325
42689,1987.0,MAHARASHTRA,CHANDRAPUR,1980 (7th LOK SABHA),RAM CHANDRA DANGE,M,RPI,,,19416.0,5.07%,1,MAHARASHTRA-CHANDRAPUR-1980 (7th LOK SABHA),4,loser,1980,5.07,MAHARASHTRA,Maharashtra,,,,0,0,0.0507,0.00257049,2.3919047991273565,Unaffiliated,100.0,1420.0,34.45,1.2518714150362158,-1.2078779841260325
78495,3105.0,UTTAR PRADESH,LUCKNOW,1980 (7th LOK SABHA),PRASHANT DHEER PANDEY,M,IND,,,409.0,0.16%,1,UTTAR PRADESH-LUCKNOW-1980 (7th LOK SABHA),17,loser,1980,0.16,UTTAR PRADESH,Uttar Pradesh,0.17,-0.01,0.21,0,0,0.0016,2.56e-06,2.7706101324038563,Unaffiliated,97.59,1320.0,34.45,0.9910352690960618,-1.2078779841260325
